CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,TenureByAge
581,1,0,34,1,0.0,2,0,1,81175.25,0,0.029411764705882353
594,2,0,28,5,185013.02,1,1,0,16481.12,0,0.17857142857142858
514,0,1,46,3,106511.85,1,1,0,55072.32,0,0.06521739130434782
500,0,0,56,1,100374.58,1,1,0,118490.8,1,0.017857142857142856
850,2,1,45,5,127258.79,1,1,1,192744.23,1,0.1111111111111111
551,1,0,49,1,150777.72,2,1,1,135757.27,0,0.02040816326530612
695,0,0,36,6,114007.5,2,1,0,118120.88,0,0.16666666666666666
605,0,0,52,1,63349.75,1,1,0,108887.44,0,0.019230769230769232
535,2,1,53,5,141616.55,2,1,1,75888.65,0,0.09433962264150944
541,0,1,39,6,109844.81,1,1,0,25289.23,0,0.15384615384615385
782,0,0,33,7,191523.09,1,1,1,167058.75,0,0.21212121212121213
584,0,0,35,9,0.0,2,1,0,192381.21,0,0.2571428571428571
529,1,0,34,9,0.0,1,1,1,93208.22,0,0.2647058823529412
659,1,0,31,7,149620.88,2,1,1,104533.51,0,0.22580645161290322
704,0,0,42,8,129735.3,2,1,1,179565.57,0,0.19047619047619047
681,1,0,38,2,99811.44,2,1,0,23531.5,0,0.05263157894736842
757,0,0,46,0,0.0,2,1,0,37460.05,0,0.0
850,0,0,37,4,126872.6,1,1,0,197266.58,0,0.10810810810810811
660,1,0,38,6,109869.32,1,1,1,154641.91,0,0.15789473684210525
725,0,0,38,6,0.0,2,1,1,158697.28,0,0.15789473684210525
779,0,1,42,5,0.0,2,0,0,25951.91,0,0.11904761904761904
653,1,0,55,7,0.0,2,1,1,41967.03,0,0.12727272727272726
532,0,0,38,9,0.0,2,0,0,30583.95,0,0.23684210526315788
769,2,0,43,4,110182.54,2,1,1,87537.32,0,0.09302325581395349
714,0,1,72,3,0.0,1,1,1,86733.61,0,0.041666666666666664
584,0,1,35,2,114321.28,2,0,0,15959.01,0,0.05714285714285714
460,2,0,46,4,127559.97,2,1,1,126952.5,0,0.08695652173913043
761,1,0,37,7,132730.17,1,1,0,199293.01,0,0.1891891891891892
571,2,1,66,9,111577.01,1,0,1,189271.9,0,0.13636363636363635
781,1,0,33,3,0.0,2,1,1,42556.33,0,0.09090909090909091
641,0,1,53,0,123835.52,2,0,1,160110.65,0,0.0
626,2,0,35,4,88109.81,1,1,1,32825.5,0,0.11428571428571428
785,2,1,32,3,124493.03,2,0,1,52583.79,1,0.09375
658,0,0,29,3,145512.84,1,1,0,20207.02,0,0.10344827586206896
465,2,0,24,5,117154.9,1,1,1,127744.02,0,0.20833333333333334
528,2,0,32,2,99092.45,1,0,1,111149.98,0,0.0625
767,1,1,24,5,0.0,2,1,1,67445.85,0,0.20833333333333334
624,2,1,45,5,151855.33,1,1,0,68794.15,0,0.1111111111111111
558,0,1,56,7,121235.05,2,1,1,116253.1,0,0.125
665,0,1,41,8,96147.55,1,1,0,137037.97,0,0.1951219512195122
733,0,0,42,9,120094.93,1,1,0,184056.45,0,0.21428571428571427
512,0,1,41,8,145150.28,1,1,0,64869.32,1,0.1951219512195122
690,1,1,30,5,0.0,2,0,1,78700.03,0,0.16666666666666666
507,0,1,31,0,106942.08,1,0,1,44001.11,0,0.0
633,2,0,43,3,144164.29,1,1,1,158646.46,0,0.06976744186046512
624,1,0,38,7,123906.55,1,1,0,135096.78,0,0.18421052631578946
570,0,0,37,6,0.0,1,1,1,187758.5,0,0.16216216216216217
461,1,1,25,6,0.0,2,1,1,15306.29,0,0.24
548,0,0,57,6,76165.65,1,1,1,133537.53,0,0.10526315789473684
719,2,1,76,10,95052.29,1,1,0,176244.87,0,0.13157894736842105
624,0,1,32,2,79368.87,2,1,1,145471.94,0,0.0625
662,1,1,72,7,140301.72,1,0,1,179258.67,0,0.09722222222222222
568,1,0,28,1,127289.28,1,0,0,45611.51,0,0.03571428571428571
462,0,0,39,4,140133.08,2,0,0,131304.45,0,0.10256410256410256
719,1,0,37,10,145382.61,1,1,0,80408.59,0,0.2702702702702703
756,0,1,24,1,0.0,2,1,0,184182.25,0,0.041666666666666664
627,0,0,31,8,128131.73,1,1,0,96131.47,0,0.25806451612903225
667,2,1,39,4,83765.35,2,1,0,118358.54,0,0.10256410256410256
499,2,0,36,5,131142.53,2,1,0,174918.46,0,0.1388888888888889
772,0,0,47,9,152347.01,1,0,1,17671.78,0,0.19148936170212766
512,1,0,31,6,0.0,2,1,0,168462.26,0,0.1935483870967742
627,0,1,35,7,0.0,2,0,1,193022.44,0,0.2
659,0,1,32,2,155584.21,1,0,1,153662.88,0,0.0625
596,2,0,32,3,96709.07,2,0,0,41788.37,0,0.09375
654,2,0,37,2,145610.07,2,0,0,186300.59,0,0.05405405405405406
645,1,1,37,7,0.0,2,1,0,13589.93,0,0.1891891891891892
673,2,0,47,1,183579.54,2,0,1,34047.54,0,0.02127659574468085
778,2,0,31,9,182275.23,2,1,0,190631.23,0,0.2903225806451613
457,2,0,42,4,126772.57,1,0,1,126106.4,0,0.09523809523809523
678,0,1,34,6,0.0,2,1,1,124592.84,0,0.17647058823529413
744,0,0,29,1,0.0,1,0,0,82422.97,0,0.034482758620689655
705,2,1,44,10,106731.58,1,1,0,137419.87,1,0.22727272727272727
517,2,1,59,8,154110.99,2,1,0,101240.08,1,0.13559322033898305
656,1,0,26,4,139584.57,1,1,0,36308.93,0,0.15384615384615385
687,0,0,34,7,129895.19,1,0,1,28698.17,0,0.20588235294117646
634,2,0,24,8,103097.85,1,1,1,157577.29,0,0.3333333333333333
577,1,0,41,4,89015.61,1,0,1,135227.23,0,0.0975609756097561
693,0,0,40,4,130661.96,1,1,1,101918.96,0,0.1
802,0,0,33,8,0.0,2,1,0,143706.18,0,0.24242424242424243
568,1,1,43,9,0.0,1,1,0,125870.79,1,0.20930232558139536
678,2,0,83,6,123356.63,1,0,1,92934.41,0,0.07228915662650602
632,1,0,38,1,120599.21,1,1,0,92816.86,0,0.02631578947368421
527,0,1,32,7,0.0,2,1,1,44099.75,0,0.21875
706,2,1,47,6,120621.89,1,1,1,140803.7,0,0.1276595744680851
707,1,1,52,7,0.0,1,1,0,109688.82,1,0.1346153846153846
714,0,0,54,7,126113.28,1,1,0,112777.38,0,0.12962962962962962
657,0,1,37,6,95845.6,1,1,0,122218.23,0,0.16216216216216217
814,1,1,72,2,0.0,2,0,1,130853.03,0,0.027777777777777776
677,1,0,56,5,123959.97,1,1,1,60590.72,1,0.08928571428571429
694,0,0,36,3,97530.25,1,1,1,117140.41,0,0.08333333333333333
584,0,0,35,6,161613.94,2,1,1,148238.16,0,0.17142857142857143
558,0,0,32,10,105000.23,1,1,0,190019.61,0,0.3125
692,0,0,54,5,0.0,2,1,1,88721.84,0,0.09259259259259259
564,1,1,35,9,0.0,2,1,1,105837.38,0,0.2571428571428571
635,2,1,48,4,81556.89,2,1,0,191914.37,0,0.08333333333333333
667,2,0,32,0,103846.65,1,1,0,20560.69,0,0.0
712,2,0,38,7,132767.66,2,1,1,59115.77,0,0.18421052631578946
682,1,0,46,4,0.0,1,1,1,4654.28,0,0.08695652173913043
642,1,0,26,8,144238.7,1,1,1,184399.76,0,0.3076923076923077
580,2,0,35,9,121355.19,1,0,1,35671.45,0,0.2571428571428571
594,0,0,57,6,0.0,1,1,0,19376.56,1,0.10526315789473684
787,0,0,46,7,117685.31,2,1,1,93360.35,0,0.15217391304347827
673,1,0,39,8,138160.0,1,1,1,110468.51,0,0.20512820512820512
640,1,1,46,3,0.0,1,1,1,156260.08,0,0.06521739130434782
733,0,0,36,5,0.0,2,1,1,109127.54,0,0.1388888888888889
526,0,0,28,1,112070.44,1,0,1,126281.83,0,0.03571428571428571
718,0,1,44,1,133866.22,1,0,1,139049.24,0,0.022727272727272728
612,0,0,32,3,121394.42,1,1,0,164081.42,0,0.09375
613,0,1,40,9,95624.36,2,1,1,60706.33,0,0.225
724,2,1,53,1,139687.66,2,1,1,12913.92,0,0.018867924528301886
615,2,1,44,9,126104.98,2,0,1,110718.02,0,0.20454545454545456
692,0,1,36,4,0.0,1,1,0,185580.89,1,0.1111111111111111
636,2,0,67,7,136709.35,1,0,1,66753.1,1,0.1044776119402985
729,0,1,32,9,0.0,2,0,0,150803.44,0,0.28125
645,1,1,49,5,110132.55,3,0,1,187689.91,1,0.10204081632653061
492,2,0,39,10,124576.65,2,1,0,148584.61,0,0.2564102564102564
661,0,0,35,5,0.0,1,1,0,155394.52,0,0.14285714285714285
562,2,0,35,3,142296.13,1,0,1,177112.7,0,0.08571428571428572
698,1,1,47,6,0.0,1,1,0,50213.81,1,0.1276595744680851
688,2,0,35,5,111578.18,1,0,0,166165.93,1,0.14285714285714285
645,0,0,41,7,0.0,1,0,1,28667.56,0,0.17073170731707318
670,2,1,36,2,84266.44,2,0,0,38614.69,0,0.05555555555555555
621,0,1,40,6,0.0,1,1,0,155155.25,0,0.15
728,0,1,46,2,109705.52,1,1,0,20276.87,1,0.043478260869565216
700,1,1,46,5,56580.95,2,0,1,45424.13,0,0.10869565217391304
653,0,0,33,1,0.0,2,0,0,53379.52,0,0.030303030303030304
850,1,1,53,7,65407.16,2,0,0,182633.63,1,0.1320754716981132
781,0,1,42,3,156555.54,1,1,1,175674.01,0,0.07142857142857142
830,2,1,40,8,77701.64,1,0,1,19512.38,0,0.2
747,0,0,29,7,0.0,2,1,1,141706.43,0,0.2413793103448276
650,1,0,71,0,0.0,1,1,1,175380.77,0,0.0
669,0,0,25,1,157848.53,1,0,0,37543.93,1,0.04
673,2,1,29,4,99097.36,1,1,1,9796.69,0,0.13793103448275862
423,0,1,36,5,97665.61,1,1,0,118372.55,1,0.1388888888888889
509,0,0,55,8,132387.91,2,1,1,170360.11,0,0.14545454545454545
547,0,1,51,1,0.0,2,1,1,56908.41,0,0.0196078431372549
570,1,0,34,10,0.0,2,0,1,183387.12,0,0.29411764705882354
716,0,1,35,8,112808.18,1,0,1,17848.3,0,0.22857142857142856
620,0,0,41,3,0.0,2,1,1,137309.06,0,0.07317073170731707
553,0,0,37,2,0.0,2,1,0,33877.29,0,0.05405405405405406
736,2,1,36,8,103914.17,1,1,1,110035.88,1,0.2222222222222222
746,0,0,25,9,0.0,2,0,1,88728.47,0,0.36
767,1,0,47,2,0.0,1,1,0,48161.18,1,0.0425531914893617
723,0,0,42,2,99095.73,1,1,1,17512.53,0,0.047619047619047616
757,0,0,31,10,39539.39,2,0,0,192519.39,0,0.3225806451612903
558,0,1,41,6,0.0,1,1,1,143585.29,1,0.14634146341463414
596,0,0,21,4,210433.08,2,0,1,197297.77,1,0.19047619047619047
524,2,1,31,10,67238.98,2,1,1,161811.23,0,0.3225806451612903
591,2,0,46,4,129269.27,1,1,0,163504.33,0,0.08695652173913043
704,2,1,39,1,124640.51,1,1,0,116511.12,1,0.02564102564102564
509,0,0,30,6,0.0,2,1,0,180598.86,0,0.2
667,2,0,27,2,138032.15,1,1,0,166317.71,0,0.07407407407407407
462,2,0,34,1,94682.56,2,1,0,138478.2,0,0.029411764705882353
703,1,0,31,6,0.0,2,1,1,67667.19,0,0.1935483870967742
680,0,1,32,5,0.0,1,1,1,150684.23,0,0.15625
691,0,0,24,6,0.0,2,1,1,92811.2,0,0.25
605,1,1,29,3,116805.82,1,0,0,4092.75,0,0.10344827586206896
683,0,1,29,0,157829.12,1,0,0,129891.66,0,0.0
672,1,0,43,5,0.0,2,1,1,64515.5,0,0.11627906976744186
604,1,0,27,9,101352.78,1,0,0,30252.3,0,0.3333333333333333
521,0,1,77,6,0.0,2,1,1,49054.1,0,0.07792207792207792
778,0,1,65,7,0.0,1,1,1,77867.23,0,0.1076923076923077
537,0,0,28,0,88963.31,2,1,1,189839.93,0,0.0
686,0,0,37,9,134560.62,1,1,0,27596.39,0,0.24324324324324326
667,0,1,48,2,0.0,2,1,1,148608.39,0,0.041666666666666664
778,2,1,45,1,162150.42,2,1,0,174531.27,0,0.022222222222222223
542,0,1,31,3,0.0,2,1,1,115217.59,0,0.0967741935483871
606,0,0,35,2,132164.26,1,0,1,164815.59,0,0.05714285714285714
695,1,1,31,8,0.0,2,0,1,131644.41,0,0.25806451612903225
789,2,0,51,3,104677.09,1,1,0,74265.38,0,0.058823529411764705
809,2,1,42,6,64497.94,3,0,1,182436.81,1,0.14285714285714285
647,2,1,33,3,168560.46,2,0,0,90270.16,0,0.09090909090909091
560,0,1,38,5,83714.41,1,1,1,33245.97,0,0.13157894736842105
519,0,0,34,5,0.0,1,1,0,68479.6,0,0.14705882352941177
512,1,0,39,3,0.0,1,1,0,134878.19,0,0.07692307692307693
657,2,0,30,1,139762.13,2,1,1,23317.88,0,0.03333333333333333
751,0,1,44,10,0.0,2,1,0,170634.49,0,0.22727272727272727
739,0,0,34,9,0.0,1,1,0,60584.33,0,0.2647058823529412
470,1,1,31,2,101675.22,2,1,0,45033.75,0,0.06451612903225806
482,2,1,48,2,69329.47,1,0,0,102640.52,1,0.041666666666666664
563,1,1,42,6,99056.22,2,1,0,154347.95,1,0.14285714285714285
505,2,1,25,5,114268.85,2,1,1,126728.27,0,0.2
632,0,0,43,2,100013.51,1,1,0,24275.32,0,0.046511627906976744
774,1,0,46,9,0.0,2,1,1,34774.26,0,0.1956521739130435
681,0,0,34,7,0.0,2,0,0,130686.59,0,0.20588235294117646
810,0,1,51,5,0.0,2,0,1,184524.74,0,0.09803921568627451
633,0,0,35,10,0.0,2,1,0,65675.47,0,0.2857142857142857
654,2,0,37,5,112146.12,1,1,0,75927.35,0,0.13513513513513514
523,2,1,39,1,143903.11,1,1,1,118711.75,1,0.02564102564102564
661,0,1,41,1,0.0,2,0,1,131300.68,0,0.024390243902439025
581,0,0,30,1,0.0,2,1,0,199464.08,0,0.03333333333333333
737,0,0,41,1,101960.74,1,1,1,123547.28,0,0.024390243902439025
710,1,1,31,5,0.0,2,1,0,9561.73,0,0.16129032258064516
639,0,1,31,3,98360.03,1,0,0,20973.8,0,0.0967741935483871
737,2,1,45,2,99169.67,2,1,1,78650.95,0,0.044444444444444446
743,0,0,36,4,0.0,2,1,1,190911.02,0,0.1111111111111111
708,1,0,33,3,0.0,2,1,0,138613.21,0,0.09090909090909091
764,0,1,24,7,106234.02,1,0,0,115676.38,0,0.2916666666666667
642,0,0,40,1,154863.15,1,1,1,138052.51,0,0.025
695,0,0,46,4,0.0,2,1,1,137537.22,0,0.08695652173913043
850,1,1,32,5,0.0,1,1,1,3830.59,0,0.15625
515,0,1,37,0,196853.62,1,1,1,132770.11,0,0.0
587,0,0,42,1,0.0,1,0,0,123006.91,0,0.023809523809523808
798,0,0,37,8,0.0,3,0,0,110783.28,0,0.21621621621621623
710,0,0,30,6,0.0,2,1,1,8991.17,0,0.2
630,0,0,42,6,0.0,2,1,0,162697.93,0,0.14285714285714285
726,0,1,53,1,113537.73,1,0,1,28367.21,0,0.018867924528301886
579,0,0,31,9,0.0,1,0,1,139048.0,0,0.2903225806451613
791,0,0,34,7,0.0,2,1,0,96734.46,0,0.20588235294117646
652,1,0,58,6,0.0,2,0,1,170025.43,0,0.10344827586206896
683,0,0,25,4,0.0,2,1,0,152698.24,0,0.16
707,0,0,33,8,136678.52,1,1,0,54290.62,0,0.24242424242424243
662,0,1,41,4,0.0,2,1,0,126551.48,0,0.0975609756097561
704,2,1,35,3,154206.07,2,1,1,40261.49,0,0.08571428571428572
686,0,0,35,4,0.0,1,1,0,8816.37,0,0.11428571428571428
629,1,0,34,6,0.0,2,1,0,190347.72,0,0.17647058823529413
708,0,1,47,0,126589.12,2,0,1,132730.07,1,0.0
753,2,1,38,1,117314.92,1,1,0,122021.33,1,0.02631578947368421
528,0,1,36,1,156948.41,1,1,1,149912.28,1,0.027777777777777776
779,0,0,27,1,0.0,2,1,1,190623.02,0,0.037037037037037035
624,1,1,35,7,119656.45,2,1,1,4595.05,0,0.2
586,0,1,38,2,0.0,2,1,0,87168.46,0,0.05263157894736842
743,0,1,73,6,0.0,2,0,1,107867.38,0,0.0821917808219178
676,1,0,27,4,0.0,1,0,1,107955.67,0,0.14814814814814814
570,2,0,35,6,85668.59,1,1,0,105525.36,0,0.17142857142857143
778,2,1,29,7,123229.46,1,1,0,181221.09,0,0.2413793103448276
715,0,0,40,7,0.0,1,1,1,141359.11,0,0.175
720,2,0,60,9,115920.62,2,0,0,157552.08,1,0.15
815,2,0,37,2,110777.26,2,1,0,2383.59,0,0.05405405405405406
606,0,1,36,10,0.0,2,0,1,155641.46,0,0.2777777777777778
684,1,1,24,9,79263.9,1,0,1,196574.48,0,0.375
706,1,0,30,6,87609.68,2,0,0,137674.55,1,0.2
655,1,1,28,3,113811.85,2,0,1,76844.23,0,0.10714285714285714
790,0,1,47,10,148636.21,1,0,1,16119.96,1,0.2127659574468085
768,0,0,54,8,69712.74,1,1,1,69381.05,0,0.14814814814814814
663,0,1,42,1,82228.67,2,1,0,71359.78,0,0.023809523809523808
680,0,0,27,3,0.0,1,1,0,32454.26,0,0.1111111111111111
686,2,0,43,2,134896.03,1,1,1,97847.05,0,0.046511627906976744
487,1,1,36,1,140137.15,1,1,0,194073.33,0,0.027777777777777776
662,1,1,41,4,90350.77,1,1,0,75884.65,1,0.0975609756097561
782,0,1,33,2,94493.03,1,0,1,101866.39,0,0.06060606060606061
719,0,1,54,7,0.0,2,1,1,125041.52,0,0.12962962962962962
683,0,1,35,6,187530.66,2,1,1,37976.36,0,0.17142857142857143
576,1,0,19,6,0.0,2,0,0,72306.07,0,0.3157894736842105
741,1,0,39,7,143637.58,2,0,1,174227.66,0,0.1794871794871795
701,1,1,39,9,0.0,2,1,1,110043.88,0,0.23076923076923078
794,1,1,30,1,154970.54,1,0,1,156768.45,0,0.03333333333333333
685,0,1,50,6,94238.75,2,1,1,50664.07,1,0.12
544,0,0,38,8,0.0,1,1,1,98208.62,0,0.21052631578947367
623,2,0,42,1,149332.48,2,1,0,100834.22,0,0.023809523809523808
491,2,0,26,4,102251.14,1,1,1,145900.89,0,0.15384615384615385
521,0,1,32,2,136555.01,2,1,1,129353.21,0,0.0625
606,0,0,37,6,82373.94,1,0,0,172526.9,1,0.16216216216216217
850,0,0,31,8,0.0,2,1,0,178667.7,0,0.25806451612903225
710,0,0,47,5,158623.14,1,0,0,83499.89,1,0.10638297872340426
769,2,0,34,7,115101.5,1,0,0,57841.89,1,0.20588235294117646
777,1,1,35,3,0.0,2,1,1,17257.72,0,0.08571428571428572
508,0,1,41,5,0.0,2,1,1,94170.84,0,0.12195121951219512
702,1,1,38,9,0.0,2,1,1,158527.45,0,0.23684210526315788
850,2,0,40,4,166082.15,2,0,1,44406.17,0,0.1
731,1,0,46,10,0.0,2,1,0,153015.42,0,0.21739130434782608
437,0,1,39,0,102721.49,1,0,0,22191.82,0,0.0
651,2,0,31,7,138008.06,2,1,0,129912.74,0,0.22580645161290322
607,0,1,49,9,119960.29,2,1,0,103068.22,0,0.1836734693877551
682,0,0,30,9,0.0,2,1,1,2053.42,0,0.3
690,1,0,36,10,0.0,2,1,0,55902.93,0,0.2777777777777778
605,0,1,32,5,0.0,2,1,1,42135.28,0,0.15625
742,0,1,60,4,0.0,1,1,1,13161.66,1,0.06666666666666667
690,0,1,40,9,77641.99,1,0,0,189051.59,1,0.225
684,2,0,37,1,126817.13,2,1,1,29995.83,1,0.02702702702702703
565,2,0,59,9,69129.59,1,1,1,170705.53,0,0.15254237288135594
625,0,1,36,8,129944.39,2,0,0,198914.8,0,0.2222222222222222
792,0,1,70,3,0.0,2,1,1,172240.27,0,0.04285714285714286
787,0,1,35,1,106266.8,1,1,1,16607.15,0,0.02857142857142857
710,0,1,37,5,0.0,2,1,0,115403.31,0,0.13513513513513514
528,0,1,27,7,176227.07,2,0,1,139481.53,0,0.25925925925925924
732,2,0,38,5,178787.54,1,1,1,195760.53,0,0.13157894736842105
721,2,0,37,3,107720.64,1,1,1,158591.12,0,0.08108108108108109
683,0,1,32,9,0.0,2,1,1,24991.92,0,0.28125
645,0,0,39,8,0.0,2,0,0,96864.36,0,0.20512820512820512
642,0,0,26,0,0.0,1,0,0,47472.68,0,0.0
569,1,0,41,2,0.0,2,1,0,134272.57,0,0.04878048780487805
551,2,0,54,5,102994.04,1,1,0,176680.16,1,0.09259259259259259
583,0,1,40,4,55776.39,2,1,0,26920.43,0,0.1
775,2,0,36,2,109949.05,2,0,1,71682.54,0,0.05555555555555555
650,2,1,48,7,138232.24,1,1,0,57594.78,0,0.14583333333333334
584,0,1,66,5,0.0,1,1,0,49553.38,1,0.07575757575757576
667,1,0,31,5,0.0,2,1,1,20346.69,0,0.16129032258064516
546,2,1,58,3,106458.31,4,1,0,128881.87,1,0.05172413793103448
552,0,1,34,5,0.0,2,1,1,1351.41,0,0.14705882352941177
549,2,0,45,6,124240.93,1,1,1,146372.51,0,0.13333333333333333
513,1,0,48,2,0.0,1,1,1,114709.13,1,0.041666666666666664
486,1,0,24,1,0.0,1,1,0,98802.76,0,0.041666666666666664
605,1,0,41,5,103154.66,1,0,0,143203.78,0,0.12195121951219512
754,0,0,34,7,0.0,2,1,1,65219.85,0,0.20588235294117646
643,0,0,34,7,0.0,2,0,1,100304.13,0,0.20588235294117646
523,2,0,60,1,163894.35,1,0,1,57061.71,0,0.016666666666666666
770,2,0,37,5,141547.26,2,0,1,180326.83,0,0.13513513513513514
444,0,0,43,3,0.0,2,1,1,159131.21,0,0.06976744186046512
663,0,0,40,6,156218.19,1,0,1,33607.72,0,0.15
611,0,1,26,2,107508.93,2,1,1,120801.65,0,0.07692307692307693
629,1,0,36,1,161757.87,2,1,1,146371.72,0,0.027777777777777776
653,0,1,43,6,0.0,2,1,1,7330.59,0,0.13953488372093023
514,1,0,66,9,0.0,2,1,1,14234.31,0,0.13636363636363635
771,0,0,50,3,105229.72,1,1,1,16281.68,1,0.06
850,2,1,45,1,121874.89,1,0,0,6865.41,1,0.022222222222222223
550,2,0,36,2,113877.23,2,1,0,174921.91,0,0.05555555555555555
699,1,0,34,8,0.0,1,1,1,76510.46,0,0.23529411764705882
850,1,0,38,1,146343.98,1,0,1,103902.11,0,0.02631578947368421
613,0,1,29,6,185709.28,2,1,1,77242.19,0,0.20689655172413793
515,1,0,29,4,151012.55,2,1,0,9770.97,0,0.13793103448275862
546,1,0,42,7,139070.51,1,1,1,86945.0,0,0.16666666666666666
687,2,0,26,2,142721.52,1,1,1,153605.75,0,0.07692307692307693
676,0,0,33,6,171490.78,1,0,0,79099.64,0,0.18181818181818182
624,1,1,36,10,0.0,2,0,1,186180.42,0,0.2777777777777778
537,2,1,47,6,103163.35,1,1,0,16259.64,1,0.1276595744680851
727,1,1,31,0,0.0,1,1,0,121751.04,1,0.0
633,2,0,30,2,109786.82,2,1,1,139712.81,0,0.06666666666666667
606,1,1,53,1,109330.06,1,1,1,75860.01,0,0.018867924528301886
646,0,0,52,8,59669.43,1,0,0,172495.81,1,0.15384615384615385
672,0,1,45,9,0.0,1,1,1,92027.69,1,0.2
694,0,0,60,9,0.0,1,1,1,57088.97,0,0.15
518,0,1,45,9,105525.65,2,1,1,73418.29,0,0.2
779,0,0,62,10,119096.55,1,0,1,116977.89,0,0.16129032258064516
527,2,1,41,10,136733.24,1,1,1,57589.29,0,0.24390243902439024
744,1,0,39,4,95161.75,1,1,0,19409.77,0,0.10256410256410256
445,0,1,30,3,0.0,2,1,1,127939.19,0,0.1
540,0,0,41,3,0.0,2,1,0,121098.65,0,0.07317073170731707
612,2,1,62,8,140745.33,1,1,0,193437.89,1,0.12903225806451613
681,0,1,29,2,148143.84,1,1,1,52021.39,0,0.06896551724137931
719,1,1,48,5,0.0,2,0,0,78563.66,0,0.10416666666666667
549,0,1,46,7,0.0,1,1,1,109057.56,0,0.15217391304347827
619,2,0,38,10,84651.79,1,1,1,184754.26,0,0.2631578947368421
565,2,1,32,4,90322.99,2,0,1,118740.37,0,0.125
667,1,1,40,1,146502.07,1,1,0,19162.89,0,0.025
506,1,0,35,6,110046.93,2,1,0,26318.73,0,0.17142857142857143
751,1,0,33,4,79281.61,1,1,0,117547.76,0,0.12121212121212122
682,1,1,64,9,0.0,2,1,1,103318.44,0,0.140625
495,2,1,34,9,117160.32,1,1,1,116069.24,1,0.2647058823529412
626,2,0,27,4,115084.53,2,0,1,26907.43,0,0.14814814814814814
588,1,1,35,7,0.0,2,1,1,108739.15,0,0.2
805,2,1,45,9,116585.97,1,1,0,189428.75,1,0.2
678,0,0,38,3,0.0,2,1,0,66561.6,0,0.07894736842105263
658,0,1,32,9,0.0,2,1,0,156774.75,0,0.28125
632,0,0,71,3,83116.68,1,1,1,27597.76,0,0.04225352112676056
713,2,1,38,7,144606.22,1,1,1,56594.36,1,0.18421052631578946
596,1,0,30,6,121345.88,4,1,0,41921.75,1,0.2
416,0,0,32,0,0.0,2,0,1,878.87,0,0.0
719,1,1,33,7,0.0,2,1,0,20016.59,0,0.21212121212121213
452,0,0,30,7,112935.87,1,1,1,99017.34,0,0.23333333333333334
636,2,0,30,8,141787.31,2,1,1,109685.61,0,0.26666666666666666
424,1,0,34,7,0.0,1,1,1,16250.61,0,0.20588235294117646
660,2,1,37,2,133200.09,1,0,0,71433.88,0,0.05405405405405406
447,0,1,44,5,89188.83,1,1,1,75408.24,0,0.11363636363636363
792,0,0,19,7,143390.51,1,1,0,33282.84,0,0.3684210526315789
644,2,0,47,9,137774.11,2,1,0,151902.78,0,0.19148936170212766
747,2,0,36,8,102603.3,2,1,1,180693.61,0,0.2222222222222222
716,0,0,38,4,0.0,2,1,0,189678.7,0,0.10526315789473684
588,0,1,36,2,0.0,2,1,0,92536.0,1,0.05555555555555555
710,2,1,41,9,149155.53,2,1,0,42131.26,1,0.21951219512195122
741,0,0,39,5,0.0,1,0,1,40207.06,0,0.1282051282051282
577,0,1,35,4,108155.49,1,1,0,105407.79,0,0.11428571428571428
660,2,0,46,5,109019.65,2,1,1,33680.56,0,0.10869565217391304
850,0,1,28,9,0.0,2,1,1,164864.67,0,0.32142857142857145
468,0,1,56,10,0.0,3,0,1,62256.87,1,0.17857142857142858
696,2,0,31,3,150604.52,1,0,0,5566.6,0,0.0967741935483871
787,0,1,85,10,0.0,2,1,1,116537.96,0,0.11764705882352941
693,1,1,39,0,0.0,2,0,0,81901.6,0,0.0
705,1,1,39,8,144102.32,1,1,1,11682.36,0,0.20512820512820512
680,2,0,34,6,146422.22,1,1,0,67142.97,1,0.17647058823529413
677,0,1,25,3,0.0,2,1,0,179608.96,0,0.12
679,0,0,39,0,86843.61,1,0,1,159830.58,0,0.0
645,0,0,40,6,131411.24,1,1,1,194656.11,0,0.15
692,0,1,36,3,0.0,2,1,1,8282.22,0,0.08333333333333333
481,0,1,57,9,0.0,3,1,1,169719.35,1,0.15789473684210525
599,1,1,39,4,0.0,1,1,0,194273.2,1,0.10256410256410256
642,0,0,35,4,125476.31,1,1,1,91775.51,0,0.11428571428571428
645,0,1,45,8,85325.93,1,0,0,22558.74,0,0.17777777777777778
516,2,0,32,3,145166.09,2,0,0,111421.45,0,0.09375
664,1,1,53,7,187602.18,1,1,0,186392.99,1,0.1320754716981132
757,1,1,44,9,0.0,2,1,0,177528.92,0,0.20454545454545456
811,2,0,52,10,76915.4,1,0,0,146359.81,1,0.19230769230769232
651,0,0,35,2,86911.8,1,1,0,174094.24,0,0.05714285714285714
653,0,0,44,8,0.0,2,1,1,154639.72,0,0.18181818181818182
559,0,0,45,8,24043.45,1,0,1,169781.45,1,0.17777777777777778
520,2,0,43,3,150805.17,3,0,1,25333.03,1,0.06976744186046512
785,0,0,28,8,0.0,2,1,0,77231.27,0,0.2857142857142857
772,0,0,43,6,0.0,2,1,1,57675.88,0,0.13953488372093023
647,0,1,33,4,0.0,1,1,0,152323.04,0,0.12121212121212122
