Balance,Geography
144801.97,France
0.0,Spain
110053.62,Germany
118890.81,France
0.0,France
151218.98,Germany
150507.21,France
0.0,Spain
131023.76,Germany
122314.5,Germany
0.0,France
0.0,France
111739.4,Germany
113882.31,France
98148.61,France
0.0,France
59271.82,France
0.0,France
0.0,Spain
69413.44,France
160599.06,Spain
0.0,Spain
147803.48,France
0.0,Spain
170228.59,France
133111.73,France
0.0,Spain
176139.5,France
0.0,France
110245.13,Germany
0.0,France
158719.57,Spain
160979.68,France
123557.65,Spain
0.0,France
0.0,France
112896.86,France
120962.13,France
96048.55,Germany
0.0,France
185063.7,France
118064.93,France
0.0,France
0.0,France
149131.03,Germany
0.0,France
0.0,France
125512.98,Spain
83492.07,Spain
0.0,France
0.0,France
125739.26,France
98592.88,Germany
141789.15,Spain
112949.71,Germany
105057.33,France
89087.89,Germany
147435.96,Germany
154439.86,Germany
73054.37,France
124678.35,France
152576.25,Germany
152243.57,France
0.0,France
88120.97,Germany
143930.92,Germany
0.0,France
137059.05,Germany
186558.55,France
115654.47,Spain
0.0,Spain
126152.84,Spain
105701.91,Germany
0.0,France
157094.78,Germany
113228.38,Germany
0.0,France
108432.88,Germany
0.0,Spain
120702.67,Germany
0.0,France
0.0,France
139106.19,Germany
101851.8,Germany
130935.56,Germany
116509.99,Germany
93124.04,Germany
111578.18,Germany
0.0,France
86546.29,France
0.0,France
129669.32,France
0.0,Spain
164557.95,Spain
0.0,France
118989.92,Spain
0.0,France
0.0,France
79259.75,Spain
112230.38,France
118129.87,France
86824.09,Spain
128306.7,France
117641.43,Germany
125734.2,Germany
103302.37,France
0.0,France
82696.09,Spain
145471.37,France
101506.66,Spain
156265.31,France
128554.98,France
139959.55,Germany
132944.53,Spain
0.0,France
0.0,France
93547.23,Germany
152302.72,France
147674.26,France
148021.12,Spain
0.0,France
142360.62,Germany
151027.56,Germany
138843.7,Germany
109958.15,Spain
138857.59,France
105426.5,Germany
149155.53,Germany
135096.05,Germany
170890.05,Germany
89122.3,Spain
78126.28,Spain
123894.43,France
0.0,France
106913.43,Germany
127845.83,France
0.0,France
106397.75,France
0.0,France
0.0,Spain
166492.48,Spain
0.0,France
114493.68,Spain
126104.98,Germany
124425.99,Germany
0.0,France
0.0,Spain
0.0,Spain
101140.76,France
150844.94,Germany
115024.5,Spain
131286.46,France
0.0,France
141267.67,France
137761.55,Spain
0.0,France
98064.97,France
114519.57,France
101012.77,Germany
0.0,France
82291.1,Germany
84719.98,France
0.0,Spain
104386.53,France
128131.73,France
122806.95,France
0.0,Spain
112510.89,France
117056.46,Germany
131778.66,Germany
70784.27,France
0.0,France
0.0,France
0.0,Spain
140752.06,Germany
92126.26,Spain
93148.74,Germany
110132.55,Spain
0.0,Spain
122227.71,Germany
121647.54,Germany
110597.76,Germany
120731.39,France
0.0,France
0.0,Spain
153722.47,France
114088.32,France
0.0,France
0.0,France
152532.3,Germany
0.0,Spain
143292.95,France
149144.61,France
127157.04,France
84673.17,Germany
135962.4,Germany
151691.44,Germany
88335.05,Germany
139859.23,France
43134.65,France
99580.13,France
110717.38,France
0.0,France
0.0,Spain
0.0,France
108197.11,Germany
0.0,France
104450.86,France
0.0,France
0.0,France
0.0,France
0.0,France
116099.82,Spain
111169.91,France
0.0,Spain
123616.43,Germany
155619.58,Spain
89558.39,Germany
0.0,Spain
131938.92,Germany
151772.63,France
0.0,France
0.0,France
0.0,France
97700.02,France
0.0,France
103244.86,Germany
147833.3,Germany
0.0,France
0.0,France
0.0,France
84521.48,Germany
91938.31,Germany
124240.93,Germany
0.0,France
157084.99,Spain
108244.82,Germany
0.0,France
82161.7,Germany
104568.41,Germany
119912.46,France
68881.59,France
0.0,Spain
86376.29,Spain
150840.03,Spain
155059.1,Germany
0.0,France
78128.13,France
98899.76,Germany
0.0,Spain
160982.89,France
87926.24,France
0.0,France
79385.21,Spain
127997.83,Germany
168396.34,France
134896.03,Germany
0.0,Spain
94238.75,France
0.0,France
0.0,Spain
212696.32,Germany
0.0,France
139153.68,France
0.0,France
0.0,France
0.0,Spain
92887.13,Germany
0.0,Spain
83442.98,France
144773.29,Germany
111973.97,Germany
178032.53,France
140007.19,France
98400.61,France
0.0,Spain
108924.33,Germany
132835.56,Spain
0.0,France
118334.44,Germany
81732.88,Germany
121411.9,Germany
121455.65,France
0.0,Spain
0.0,France
117989.76,France
0.0,Spain
137411.29,France
73688.2,France
122330.7,Spain
99906.89,Germany
0.0,Spain
167664.83,France
141525.55,France
124832.51,Spain
132121.71,France
0.0,France
78539.84,Germany
123770.46,Germany
0.0,France
116150.65,Germany
160729.1,France
88378.6,France
182888.08,France
0.0,France
0.0,France
85600.08,Spain
0.0,France
0.0,France
95001.33,Germany
113873.22,Spain
0.0,France
74896.92,Spain
89492.62,France
128718.78,Spain
0.0,Spain
0.0,France
144954.75,Germany
0.0,Spain
94001.61,Germany
0.0,France
0.0,France
0.0,France
0.0,France
0.0,France
0.0,Spain
0.0,France
0.0,Spain
141546.35,France
141528.88,Germany
109805.3,France
86614.06,France
91680.1,Germany
38848.19,Germany
153639.11,Spain
0.0,Spain
123870.07,Spain
0.0,France
46323.57,France
162039.78,France
110928.51,France
0.0,France
114421.55,Germany
130036.21,Germany
151510.17,France
0.0,Spain
0.0,France
83568.55,France
139972.18,France
100212.13,Spain
90217.07,France
0.0,Spain
124067.32,Germany
0.0,Spain
162082.31,Germany
117306.69,Germany
122889.88,France
148790.61,France
180226.24,France
104857.19,Germany
166833.86,Spain
102936.72,France
108736.52,Germany
129974.79,Germany
85982.07,France
134397.61,France
137841.53,France
100260.88,Germany
139822.11,Germany
123151.51,Germany
95331.83,Germany
0.0,Spain
138162.41,Spain
0.0,France
126066.26,Germany
96763.89,Spain
0.0,France
139561.46,France
0.0,France
0.0,Spain
172463.45,Spain
107798.85,France
70181.48,France
177997.07,Spain
0.0,Spain
0.0,France
0.0,Spain
0.0,France
123200.78,Spain
0.0,France
0.0,Spain
137742.9,Germany
116270.72,France
113220.2,Germany
0.0,Spain
115895.22,France
121730.49,France
113811.85,Spain
136214.08,France
146200.01,France
106242.67,France
0.0,France
0.0,Spain
24043.45,France
0.0,France
132287.92,Germany
0.0,Spain
0.0,France
90322.99,Germany
0.0,Spain
131283.11,France
131659.59,Spain
120952.74,Spain
153166.17,France
53291.86,Spain
167924.95,France
86394.14,France
0.0,France
0.0,Spain
0.0,Spain
158978.79,France
100431.84,Germany
0.0,Spain
150358.97,Germany
114347.85,Spain
0.0,France
134007.9,France
98899.91,Germany
0.0,France
137430.82,Germany
0.0,France
0.0,France
188976.89,Germany
0.0,Spain
75990.97,Spain
0.0,France
112181.08,Spain
97208.46,Spain
0.0,Spain
0.0,France
150856.79,France
146748.07,Germany
0.0,Spain
0.0,Spain
148863.17,Spain
0.0,France
0.0,Spain
153360.02,Spain
92055.36,France
124723.92,Germany
103033.83,Germany
0.0,France
0.0,Spain
0.0,France
0.0,France
116726.22,Germany
113923.81,France
0.0,Spain
0.0,France
0.0,France
0.0,France
121827.43,Germany
0.0,Spain
125389.7,France
103895.31,Spain
111128.04,France
0.0,Spain
0.0,Spain
0.0,Spain
151242.48,Germany
0.0,France
129709.62,France
83347.25,France
84121.04,Spain
0.0,Spain
102338.19,France
87375.78,France
0.0,France
104677.09,Germany
121669.23,Germany
108407.34,Germany
154969.79,Germany
141829.67,Spain
0.0,France
109162.82,France
87471.63,France
147229.65,France
0.0,France
182532.23,Germany
0.0,France
160903.2,France
138053.79,France
153548.12,France
149085.9,Germany
95231.91,Germany
0.0,France
85109.21,Spain
125338.8,Germany
0.0,Spain
106831.69,France
159597.45,France
147361.57,Germany
176134.54,France
0.0,France
0.0,France
84055.43,France
0.0,France
174088.3,Spain
199229.14,Spain
0.0,France
0.0,Spain
78833.15,Germany
0.0,France
0.0,France
102540.61,France
0.0,France
0.0,Spain
129401.87,Germany
0.0,France
0.0,France
0.0,Spain
106702.94,Germany
139584.57,Spain
121016.23,Germany
0.0,France
118210.42,Germany
0.0,Spain
148654.84,France
136963.12,Spain
137774.11,Germany
111156.52,France
121237.65,Spain
97234.58,France
0.0,France
0.0,Spain
97382.53,Germany
103108.8,Germany
0.0,Spain
131852.81,France
0.0,Spain
107553.33,Spain
0.0,Spain
161806.09,Germany
0.0,France
0.0,France
128243.03,France
126645.13,France
62094.71,France
112291.34,France
89188.83,France
0.0,France
109161.25,Spain
0.0,Spain
0.0,Spain
0.0,France
0.0,France
158271.74,France
96951.21,France
121863.61,Germany
83495.11,Germany
146566.01,Germany
0.0,Spain
186101.18,Germany
0.0,France
107494.86,Germany
0.0,Spain
146943.38,Spain
0.0,Spain
125130.28,France
0.0,France
0.0,France
0.0,France
0.0,France
0.0,France
0.0,France
0.0,France
150685.79,France
141359.37,France
0.0,France
94631.26,France
118336.14,France
0.0,France
0.0,Spain
124233.24,Germany
51116.26,France
91869.69,Germany
122338.43,France
0.0,France
0.0,Spain
86270.93,France
0.0,France
117289.92,France
0.0,France
153663.27,Germany
0.0,Spain
123599.49,Germany
0.0,France
134208.25,Spain
0.0,France
98556.89,Germany
0.0,Spain
0.0,France
134593.79,Spain
0.0,France
68781.82,Spain
137464.04,Germany
147307.91,France
0.0,France
145754.91,France
0.0,France
112610.77,France
71481.79,France
0.0,France
77826.8,Spain
87140.85,France
132002.7,Germany
178011.5,France
102954.68,Germany
123783.25,Germany
101802.67,Germany
148659.48,France
142724.48,Germany
112152.89,Spain
89550.85,France
75915.75,France
118889.66,Germany
118788.57,France
156555.54,France
99141.86,Germany
61211.18,Germany
128932.4,Spain
0.0,Spain
80728.15,France
127660.46,Spain
106070.89,Spain
137560.38,Germany
111905.43,Germany
126212.64,France
0.0,Spain
111835.94,France
0.0,France
99705.69,Germany
0.0,France
108895.93,Germany
154669.77,Spain
128061.0,Spain
0.0,France
0.0,France
190678.02,Spain
0.0,France
0.0,France
136712.91,France
154733.97,Spain
112609.91,France
115462.44,Spain
133501.36,France
58668.02,Germany
89118.26,Spain
0.0,France
76510.52,Germany
140694.78,Spain
95448.32,Germany
91562.99,France
72541.48,France
120867.18,Spain
0.0,France
157320.51,Spain
0.0,Spain
139676.95,Germany
0.0,France
0.0,Spain
0.0,France
103000.94,Spain
134237.07,Germany
118235.7,Germany
0.0,Spain
0.0,Spain
115442.19,Germany
0.0,France
0.0,Spain
0.0,France
115557.0,Spain
166518.63,Germany
135370.12,Spain
92877.33,Germany
102073.67,France
97042.6,Germany
0.0,Spain
108528.07,Germany
79064.85,Germany
74274.87,Spain
0.0,Spain
100421.1,France
84006.88,France
0.0,France
0.0,Spain
80293.81,France
125437.14,France
0.0,France
0.0,France
127536.44,Germany
0.0,France
82794.18,Germany
108117.1,Spain
0.0,Spain
61688.61,Germany
0.0,France
0.0,France
159304.07,Spain
138664.24,Germany
126362.57,France
160652.45,France
183572.84,France
88421.81,France
0.0,Spain
112871.19,Germany
60880.68,Germany
0.0,France
101455.7,France
88084.13,France
0.0,France
127197.14,Germany
0.0,France
83456.79,France
98298.18,France
0.0,France
86911.8,France
139707.28,Germany
0.0,Spain
142876.98,Spain
146301.31,France
47364.45,France
0.0,France
58137.08,France
179886.41,Germany
107637.97,Germany
167685.56,France
136525.99,Germany
52106.33,Germany
0.0,France
104930.38,France
106434.94,Germany
112803.92,Spain
120530.34,Germany
113641.49,Germany
145081.72,Spain
0.0,Spain
135842.89,Germany
112203.25,France
129895.19,France
149049.92,Germany
153279.39,Germany
41473.33,Spain
0.0,France
113193.51,Germany
113174.21,Germany
0.0,France
164951.56,France
153325.1,Spain
134032.01,Spain
125445.04,Germany
126077.43,Germany
0.0,Spain
90371.09,Germany
0.0,France
142802.02,Germany
90537.16,France
0.0,France
156123.73,France
0.0,France
141074.59,France
0.0,Spain
117899.95,Germany
0.0,Spain
166257.96,France
0.0,Spain
169362.43,Germany
205962.0,France
0.0,France
126061.51,Germany
105627.95,France
100606.02,France
0.0,France
0.0,France
138171.1,Germany
139395.08,France
0.0,France
0.0,France
109062.28,Germany
89994.71,Germany
0.0,France
103996.74,France
175111.11,France
66079.45,Spain
148055.74,Germany
0.0,France
0.0,Spain
0.0,France
95994.98,Germany
0.0,France
110741.56,Germany
0.0,France
0.0,Spain
0.0,Spain
96947.58,Germany
0.0,France
109786.82,Germany
0.0,Spain
0.0,France
102721.49,France
69478.57,Spain
156674.2,Germany
174506.1,Spain
166070.48,Germany
105957.44,Germany
0.0,France
110340.68,France
0.0,France
135870.01,Germany
0.0,France
0.0,France
0.0,France
85704.95,France
0.0,France
105435.74,Germany
0.0,France
108513.25,Germany
156687.1,France
150604.52,Germany
155114.9,France
0.0,France
91216.0,Spain
141784.02,Germany
127763.24,France
0.0,Spain
82613.56,Spain
69423.52,France
86167.82,France
0.0,Spain
131406.56,France
121898.82,Germany
77487.2,Germany
0.0,France
164450.94,Spain
138705.02,France
132730.17,Spain
0.0,France
0.0,Spain
116498.22,France
0.0,France
139979.07,Germany
127216.31,Germany
0.0,France
148222.65,France
0.0,France
0.0,France
134152.29,Spain
111537.23,Germany
119565.92,Spain
0.0,Spain
0.0,Spain
121063.8,Germany
124995.98,Spain
0.0,Spain
86891.84,Germany
0.0,France
78022.61,Spain
154495.79,France
189443.72,France
152926.6,Spain
142989.69,France
115371.94,Germany
0.0,France
178056.54,Spain
206014.94,Spain
0.0,France
101191.83,Germany
0.0,France
0.0,Spain
0.0,Spain
0.0,France
149814.54,Germany
115617.24,Spain
0.0,France
113657.41,Germany
138160.0,Spain
117700.86,Germany
0.0,France
122506.38,Germany
0.0,France
0.0,France
166501.17,France
89743.05,Spain
0.0,France
0.0,France
0.0,France
0.0,Spain
98894.39,France
168735.74,Germany
0.0,France
133201.17,Germany
0.0,Spain
127237.25,Germany
117864.85,Germany
153469.26,Germany
93911.3,Germany
76597.79,Spain
79927.36,France
0.0,Spain
40172.91,Germany
115195.58,France
116644.29,Germany
180293.84,Germany
139872.81,Germany
34547.82,France
0.0,France
96462.25,Germany
130334.35,Spain
119688.81,Germany
0.0,France
0.0,France
71187.24,France
0.0,France
0.0,France
0.0,Spain
136422.41,France
0.0,France
0.0,France
0.0,France
153238.88,France
0.0,France
47536.4,France
0.0,France
142882.49,France
0.0,France
160566.11,France
131935.51,Germany
127678.8,France
105214.58,Germany
139859.54,France
0.0,France
112324.45,France
134497.27,Germany
120171.58,Spain
106012.2,France
0.0,France
0.0,France
0.0,France
0.0,France
119839.69,Germany
0.0,Spain
92219.21,Germany
142055.41,Germany
29602.08,France
0.0,France
0.0,France
0.0,France
141803.77,France
0.0,France
0.0,France
126589.12,France
108393.35,France
115643.58,Spain
132876.23,Spain
110949.41,France
130666.2,France
103821.47,France
0.0,France
0.0,France
132187.73,Spain
98649.55,Germany
126444.08,Germany
154159.51,Germany
0.0,France
129250.0,Germany
0.0,Spain
167733.51,France
56116.3,Germany
141581.08,France
139675.07,Germany
66201.96,France
0.0,France
133658.24,Germany
136202.78,Germany
131778.08,France
0.0,Spain
0.0,France
42712.87,Germany
0.0,France
0.0,Spain
142631.54,Germany
141204.65,France
131402.21,Germany
92636.96,Spain
0.0,France
102088.68,Germany
0.0,Spain
134887.53,France
0.0,France
159900.38,Spain
102278.79,Germany
0.0,France
0.0,France
0.0,Spain
76989.97,Germany
0.0,France
0.0,France
114491.82,Germany
144768.94,Germany
145056.59,France
117206.3,Germany
138014.4,Germany
128352.59,Germany
112568.31,France
0.0,France
176958.46,Germany
99167.54,Germany
103210.27,Spain
104478.12,Germany
125921.37,Spain
0.0,Spain
80697.44,Germany
161887.81,France
109558.36,France
124271.26,France
0.0,France
190569.23,Spain
143923.96,Spain
96542.16,France
0.0,France
139825.56,Spain
111769.14,Germany
0.0,Spain
113672.18,Spain
147256.86,France
107023.03,Spain
125529.55,France
0.0,Spain
131834.8,Germany
0.0,France
99529.7,Spain
0.0,Spain
107303.72,France
72783.42,France
0.0,Spain
0.0,France
115743.6,Germany
161256.53,France
0.0,France
0.0,Spain
0.0,France
162261.01,Germany
74896.33,France
0.0,France
144037.6,Germany
93522.2,France
0.0,Spain
0.0,France
106922.92,Germany
112972.57,France
123042.0,Germany
100488.92,Germany
123322.15,France
0.0,France
68683.68,Spain
59532.18,Germany
140260.36,France
88302.65,Germany
0.0,France
114655.58,Germany
148283.94,France
0.0,Spain
0.0,France
123916.67,Germany
0.0,France
0.0,France
165896.0,France
0.0,France
111168.97,France
103549.24,France
0.0,France
103804.97,France
165901.59,France
119152.1,Germany
122950.31,Spain
0.0,France
133384.66,Germany
0.0,France
0.0,Spain
158411.95,Germany
122028.65,Germany
0.0,France
128751.65,Germany
133436.52,France
123177.01,Spain
0.0,France
120328.88,France
130147.98,France
92716.96,Spain
0.0,Spain
0.0,Spain
76914.21,France
106045.92,France
103133.26,France
145974.79,France
0.0,Spain
0.0,Spain
0.0,Spain
0.0,Spain
0.0,Spain
139183.06,Spain
0.0,Spain
74974.89,Germany
61691.45,Spain
121952.75,Germany
0.0,France
0.0,Spain
0.0,Spain
80107.83,France
0.0,Spain
147856.82,Germany
0.0,Spain
65407.16,Spain
114233.18,France
0.0,France
187602.18,Spain
156834.34,France
0.0,France
157498.9,France
0.0,Spain
0.0,France
0.0,Spain
0.0,Spain
130274.22,Spain
0.0,France
149379.66,France
0.0,France
100829.94,Spain
96408.98,Germany
0.0,France
0.0,France
0.0,France
149105.08,France
0.0,Spain
0.0,Spain
0.0,Spain
90218.11,Germany
87347.7,France
0.0,France
137811.75,France
105563.0,France
0.0,France
0.0,Spain
91125.75,France
0.0,Spain
0.0,Spain
135120.56,Germany
0.0,France
0.0,France
86837.95,France
100446.57,France
0.0,France
0.0,France
0.0,France
114512.59,Spain
136364.46,France
106260.67,France
146126.75,France
111284.53,Spain
121056.63,Spain
128270.56,France
0.0,Spain
0.0,France
0.0,France
191775.65,France
0.0,Spain
85141.79,Spain
126392.18,France
0.0,France
129860.37,France
127642.44,France
0.0,France
125584.17,Germany
50911.21,Spain
91955.61,France
84266.44,Germany
147149.59,France
0.0,France
104822.45,France
146766.72,France
148745.92,Germany
0.0,France
0.0,France
0.0,Spain
135203.81,France
93301.97,Germany
96341.0,Germany
165326.2,France
0.0,France
99786.2,France
114440.24,Spain
141573.55,Spain
0.0,Spain
133676.65,Spain
147493.7,France
0.0,France
0.0,France
95022.57,Germany
0.0,France
0.0,France
149713.61,France
107963.38,Germany
0.0,France
0.0,Spain
0.0,France
0.0,France
102017.25,France
0.0,Spain
0.0,France
96674.55,Spain
81811.71,Spain
79281.61,Spain
0.0,France
122314.39,Germany
140733.74,Germany
116933.11,Germany
165445.04,Spain
123805.03,Germany
107548.94,France
111634.29,France
109153.96,Germany
0.0,Spain
86055.17,Germany
98438.23,Germany
0.0,Spain
144705.87,France
0.0,France
91612.91,France
0.0,Spain
0.0,France
192122.84,France
179904.0,France
178058.06,France
176166.56,France
156864.2,France
0.0,France
0.0,Spain
0.0,Spain
161588.89,France
109349.29,France
0.0,Spain
0.0,France
0.0,Spain
152335.7,France
124662.54,France
91522.04,Germany
0.0,France
62052.28,Spain
107871.72,France
99472.76,France
128039.01,Spain
0.0,France
114634.63,Spain
56738.47,France
90355.12,Germany
115725.24,Germany
114327.59,Germany
100762.64,Germany
0.0,France
89039.9,Spain
78829.53,France
112372.96,Germany
122029.15,Germany
157829.12,France
108377.75,Germany
95507.12,France
127146.68,Germany
133811.78,Germany
121092.47,France
126979.75,Germany
144235.73,France
152582.2,France
172478.15,Spain
126477.42,France
97473.87,Spain
138053.67,France
164003.05,France
0.0,France
0.0,France
122486.11,Spain
0.0,France
53667.44,Germany
0.0,France
109327.65,Spain
121151.05,Spain
101043.63,Spain
83501.66,Germany
80462.24,Spain
0.0,France
109093.41,France
140355.6,Spain
0.0,France
130170.82,Germany
0.0,France
109542.29,France
33563.95,France
148795.17,France
0.0,France
174126.75,Germany
0.0,Spain
106405.03,Spain
0.0,Spain
128393.29,Spain
127841.52,Germany
137295.19,France
155828.22,Spain
0.0,France
144351.86,Germany
106365.29,Spain
127801.88,Germany
122793.96,Germany
113525.84,Germany
136100.69,Spain
0.0,France
140916.81,France
0.0,France
121365.39,Germany
0.0,Spain
0.0,France
93578.68,France
0.0,France
115409.6,Spain
90791.69,France
123681.32,France
92436.86,France
167194.36,Germany
0.0,France
160838.13,Germany
0.0,Spain
144470.77,Spain
0.0,Spain
130169.27,Germany
0.0,Spain
81076.8,France
0.0,France
101465.31,Germany
0.0,France
113865.23,Germany
87603.35,Spain
120037.96,France
0.0,Spain
121205.15,Germany
75408.33,Spain
0.0,France
0.0,France
0.0,Spain
121818.84,France
0.0,France
141806.0,Germany
61354.14,France
124954.94,Germany
95039.12,Germany
103417.74,France
0.0,France
43028.77,France
119638.21,Germany
122689.51,France
0.0,France
73179.34,Germany
171913.87,France
0.0,France
92659.2,Germany
137239.17,Germany
102955.14,Germany
65190.29,France
96863.52,Germany
154983.98,Spain
106819.65,Germany
128578.52,Spain
126473.33,France
110570.78,France
0.0,Spain
0.0,Spain
0.0,France
0.0,Spain
111099.79,France
0.0,France
100913.57,Spain
0.0,Spain
16893.59,France
122267.85,Spain
125685.79,France
127397.34,Spain
105271.56,France
115265.14,Germany
0.0,Spain
0.0,Spain
139542.82,Germany
111512.75,Germany
148466.93,France
0.0,France
108155.49,France
0.0,France
84622.13,Germany
146997.64,Spain
0.0,France
98590.25,France
0.0,France
134980.74,Germany
108078.56,Spain
0.0,Spain
0.0,France
106836.67,France
102490.27,France
112746.54,Germany
125487.89,France
142862.21,Spain
0.0,France
0.0,France
79388.33,Spain
0.0,France
0.0,France
107784.65,France
142880.28,Spain
149571.94,Spain
142767.39,France
121537.71,Germany
0.0,Spain
0.0,Spain
89838.71,France
103399.87,Germany
0.0,France
136855.94,Germany
0.0,France
140891.46,Germany
0.0,France
89364.91,Spain
146011.4,France
0.0,Spain
145294.08,Germany
106000.12,Germany
0.0,Spain
0.0,Spain
104508.77,Spain
127539.3,Germany
0.0,Spain
96891.46,Germany
78535.25,France
112712.17,Spain
119618.42,Spain
0.0,Spain
74963.5,France
138023.79,France
0.0,Spain
185513.67,France
185648.56,France
102286.6,Germany
128015.83,Germany
39539.39,France
0.0,France
77608.46,France
141462.13,France
0.0,Spain
131691.33,France
93833.86,Spain
137933.39,Spain
105770.14,Spain
0.0,Spain
0.0,Spain
166328.65,France
164307.77,Germany
163965.69,Germany
125608.72,France
0.0,France
118433.94,Spain
98488.08,France
0.0,France
98362.35,Germany
144237.91,France
0.0,France
0.0,Spain
105767.28,France
0.0,Spain
0.0,Spain
0.0,Spain
134467.26,France
138515.02,Germany
128647.98,Germany
121858.98,France
0.0,Spain
120108.56,France
196853.62,France
121418.62,France
0.0,Spain
0.0,France
97495.8,Germany
0.0,France
127343.4,Spain
158633.61,Spain
0.0,France
183744.98,Spain
0.0,France
0.0,Spain
79962.92,France
0.0,France
0.0,France
140956.99,France
0.0,Spain
0.0,France
145241.63,Spain
138008.06,Germany
0.0,France
0.0,France
0.0,France
0.0,Spain
0.0,France
127570.93,Spain
0.0,France
107812.67,Spain
91560.58,Germany
121303.77,Germany
161546.68,Spain
128415.45,Spain
57530.06,France
0.0,France
142243.54,France
138341.51,Germany
0.0,France
0.0,France
0.0,Spain
146466.46,Spain
0.0,Spain
0.0,France
0.0,France
120307.58,Spain
87637.26,France
94652.04,Spain
114415.84,France
0.0,France
84315.02,France
0.0,Spain
93955.83,Germany
67087.69,France
101528.61,Germany
110824.52,Germany
0.0,France
179960.2,France
134006.77,France
121532.17,Germany
0.0,Spain
0.0,Spain
129717.3,France
94762.16,Germany
155196.17,Germany
129514.99,Germany
113386.36,Germany
0.0,France
172196.23,Spain
97612.12,France
104719.94,France
0.0,France
139592.98,Germany
0.0,Spain
139096.85,France
140301.72,Spain
0.0,Spain
0.0,France
111233.09,Spain
0.0,France
147737.63,France
0.0,France
125725.02,Germany
128289.7,France
0.0,France
88826.07,Germany
143443.61,France
0.0,France
0.0,France
149134.46,Spain
124119.54,France
116822.7,Germany
103219.47,France
0.0,France
81954.6,Germany
95196.26,Germany
0.0,Spain
0.0,France
136555.01,France
0.0,France
119452.03,France
0.0,France
69881.09,Germany
0.0,France
0.0,France
0.0,Spain
204223.03,Spain
110314.21,France
163760.82,Spain
141069.18,Germany
115934.74,France
151457.88,France
154206.07,Germany
89928.99,France
89182.09,France
79706.25,Germany
0.0,Spain
0.0,France
117799.28,France
0.0,France
0.0,France
146422.22,Germany
150186.22,Germany
100275.88,Germany
0.0,France
147493.89,France
0.0,France
0.0,France
121823.4,France
0.0,Spain
113688.63,Germany
100471.34,Spain
100032.52,Germany
0.0,Spain
116358.0,France
163549.63,Germany
99183.9,Germany
131955.07,Spain
134177.06,Spain
0.0,Spain
0.0,France
0.0,Spain
94348.94,Germany
155584.21,France
0.0,France
0.0,Spain
170661.47,Germany
185544.36,Germany
52831.13,Spain
97750.07,Germany
114007.5,France
104308.77,France
84719.13,France
0.0,France
140236.98,France
0.0,Spain
75302.85,Spain
0.0,France
104760.82,France
0.0,France
113693.0,Spain
174180.39,Spain
115766.26,Germany
0.0,France
0.0,Spain
121215.9,France
144677.19,Germany
115350.63,France
105683.63,Spain
135179.49,France
117551.23,Spain
157404.02,Germany
77910.23,Spain
110942.9,France
0.0,France
179305.09,France
150593.59,Germany
123815.86,France
0.0,Spain
69385.17,Germany
138032.15,Germany
0.0,France
0.0,France
143500.82,Germany
119670.18,Spain
99106.73,Spain
120135.55,Germany
0.0,France
120905.03,France
0.0,Spain
102277.52,Germany
125292.53,Germany
0.0,Spain
101629.3,France
171937.27,Germany
0.0,France
0.0,France
0.0,France
129743.75,France
0.0,Spain
151191.31,Germany
102630.13,Germany
114023.64,France
124227.14,Germany
0.0,France
80285.16,Spain
175477.15,France
132144.35,France
136911.07,Germany
133299.67,Germany
0.0,France
117691.0,Germany
0.0,France
0.0,France
133199.71,Germany
135506.58,Spain
127154.14,Germany
0.0,Spain
49508.79,Germany
0.0,France
75051.49,France
123925.23,Spain
0.0,France
153819.58,France
0.0,Spain
0.0,Spain
70417.79,Spain
111484.88,Spain
146343.98,Spain
160541.0,France
130274.26,Germany
98993.02,France
0.0,Spain
141827.33,Germany
110054.45,France
0.0,France
0.0,Spain
98088.09,Germany
118317.27,France
0.0,Spain
99774.5,Germany
0.0,France
0.0,France
133806.54,Spain
0.0,Spain
124993.29,France
157622.58,Spain
126111.61,Germany
161651.37,France
142856.95,France
111100.98,Germany
102918.38,Spain
0.0,France
0.0,France
0.0,France
125265.61,Spain
82500.28,France
175754.87,Germany
109387.33,France
100443.36,France
83102.72,Spain
0.0,Spain
0.0,France
0.0,France
115290.27,France
0.0,France
140197.71,France
105245.34,France
0.0,France
0.0,France
142296.13,Germany
99097.33,Spain
171069.39,France
0.0,France
102523.88,France
0.0,France
143391.07,Germany
106022.73,Germany
0.0,Spain
128960.21,Germany
0.0,France
0.0,France
0.0,France
126442.59,France
0.0,Spain
127261.35,France
0.0,Spain
0.0,France
0.0,France
73481.05,Germany
160515.37,France
149525.34,Germany
166522.78,Germany
135536.5,France
120481.69,Germany
103421.32,Spain
135658.73,France
0.0,France
191402.82,France
94504.35,Germany
126147.84,Germany
0.0,France
0.0,France
87624.03,France
153697.53,France
0.0,France
0.0,France
116585.97,Germany
134464.58,Germany
83008.31,Germany
113635.16,Spain
0.0,Spain
122552.48,Germany
118899.45,Spain
99713.87,France
0.0,France
134208.22,France
85906.65,Germany
137714.25,Germany
160777.9,Spain
0.0,France
0.0,France
102585.88,France
102556.18,Germany
126772.57,Germany
158373.23,Germany
0.0,France
141927.1,Germany
109876.82,Spain
0.0,France
111369.79,Germany
116969.35,Spain
136729.51,Germany
152086.15,Germany
0.0,Spain
127289.28,Spain
119852.01,Germany
0.0,Spain
0.0,Spain
0.0,France
117183.74,France
